City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
157,Key West,24.5557,-81.7826,59.0,47,0,10.36,US,clear sky
158,Robertsport,6.7533,-11.3686,80.44,86,4,10.51,LR,clear sky
159,Nanortalik,60.1432,-45.2371,17.19,81,100,16.33,GL,light snow
160,Camacha,33.0833,-16.3333,61.56,88,40,16.11,PT,scattered clouds
161,Rudnaya Pristan,44.3614,135.8116,7.72,65,1,10.36,RU,clear sky
162,Vanimo,-2.6741,141.3028,76.5,88,100,7.96,PG,overcast clouds
163,San Cristobal,7.7669,-72.225,71.78,57,95,4.81,VE,overcast clouds
164,Matamoros,25.5333,-103.25,72.1,31,75,4.61,MX,broken clouds
165,Saint George,37.1041,-113.5841,61.27,18,0,1.99,US,clear sky
166,Labuhan,-6.8844,112.2051,78.39,86,100,7.9,ID,overcast clouds
167,Gaoual,11.75,-13.2,83.62,14,6,1.45,GN,clear sky
168,Cap Malheureux,-19.9842,57.6142,79.47,80,100,4.0,MU,overcast clouds
169,Cabo San Lucas,22.8909,-109.9124,79.9,60,20,8.05,MX,few clouds
170,Kaitangata,-46.2817,169.8464,67.93,80,17,2.26,NZ,few clouds
171,Bredasdorp,-34.5322,20.0403,70.92,78,99,8.05,ZA,overcast clouds
172,Shingu,33.7333,135.9833,35.31,79,56,7.0,JP,broken clouds
173,Amga,60.8953,131.9608,-27.36,100,100,1.66,RU,overcast clouds
174,Krasnoselkup,65.7,82.4667,0.73,95,98,7.92,RU,overcast clouds
175,Dillon,34.4166,-79.3712,52.36,37,0,11.88,US,clear sky
176,Mar Del Plata,-38.0023,-57.5575,82.42,86,75,20.0,AR,thunderstorm
177,Venado Tuerto,-33.7456,-61.9688,89.78,24,0,5.73,AR,clear sky
178,Ahipara,-35.1667,173.1667,71.65,65,95,12.35,NZ,overcast clouds
179,Inhambane,-23.865,35.3833,75.16,81,88,8.1,MZ,overcast clouds
180,Terrace Bay,48.7834,-87.1,10.02,74,100,5.35,CA,overcast clouds
181,Suba,10.8438,121.0102,79.95,80,72,4.56,PH,broken clouds
182,Port Blair,11.6667,92.75,69.84,88,20,2.3,IN,mist
183,Oktyabrskiy,54.4815,53.471,20.48,98,98,4.21,RU,overcast clouds
184,North Bend,43.4065,-124.2243,56.16,90,100,9.22,US,overcast clouds
185,Pangody,65.85,74.4859,-5.53,99,98,6.93,RU,overcast clouds
186,Tynda,55.1667,124.7167,-15.9,95,100,3.94,RU,overcast clouds
187,Filingue,14.3521,3.3168,73.89,12,13,13.06,NE,few clouds
188,Samarkand,39.6542,66.9597,31.42,93,100,11.5,UZ,mist
189,Belyy Yar,53.6039,91.3903,-18.51,82,100,0.0,RU,smoke
190,Mahebourg,-20.4081,57.7,79.25,94,75,9.22,MU,broken clouds
191,Mount Isa,-20.7333,139.5,74.97,100,75,6.91,AU,broken clouds
192,Tabuk,17.4189,121.4443,67.64,92,43,6.15,PH,scattered clouds
193,Tommot,58.9564,126.2925,-6.12,97,100,5.3,RU,overcast clouds
194,Lorengau,-2.0226,147.2712,78.3,87,100,12.01,PG,overcast clouds
195,Oranjestad,12.524,-70.027,80.55,69,75,11.5,AW,broken clouds
196,Zaraza,9.3503,-65.3245,88.65,37,68,13.47,VE,broken clouds
197,Kruisfontein,-34.0033,24.7314,71.89,95,74,6.11,ZA,broken clouds
198,Guerrero Negro,27.9769,-114.0611,65.34,52,100,15.03,MX,overcast clouds
199,Izumo,35.3667,132.7667,35.55,86,99,7.58,JP,overcast clouds
200,Makushino,55.2103,67.2442,10.85,95,100,7.4,RU,overcast clouds
201,Madang,-5.2246,145.7966,75.27,92,100,8.81,PG,overcast clouds
202,Kolvereid,64.8655,11.6047,29.43,59,92,7.47,NO,light snow
203,Ostrovnoy,68.0531,39.5131,12.61,93,99,8.19,RU,overcast clouds
204,Bambous Virieux,-20.3428,57.7575,79.21,94,75,9.22,MU,light rain
205,Caraquet,47.7941,-64.9386,12.78,86,70,17.74,CA,broken clouds
206,Erenhot,43.6475,111.9767,5.4,91,100,17.96,CN,light snow
207,Gornopravdinsk,60.05,69.9,-2.85,99,100,4.32,RU,overcast clouds
208,Norman Wells,65.282,-126.8329,-29.16,68,75,0.0,CA,broken clouds
209,Santa Isabel Do Rio Negro,-0.4139,-65.0192,82.17,77,99,3.11,BR,overcast clouds
210,Hamilton,39.1834,-84.5333,41.23,55,0,4.0,US,clear sky
211,Shelburne,44.0787,-80.2041,20.57,68,67,6.82,CA,broken clouds
212,Ketchikan,55.3422,-131.6461,37.87,87,40,6.91,US,scattered clouds
213,Atuona,-9.8,-139.0333,78.01,77,9,13.47,PF,clear sky
214,Saint-Augustin,51.226,-58.6502,27.3,92,99,29.19,CA,overcast clouds
215,Chabahar,25.2919,60.643,71.69,79,0,13.35,IR,clear sky
216,Matadi,-5.8167,13.45,77.31,92,100,3.53,CD,overcast clouds
217,New Norfolk,-42.7826,147.0587,59.76,78,5,1.97,AU,clear sky
218,Arraial Do Cabo,-22.9661,-42.0278,82.36,74,40,4.61,BR,scattered clouds
219,Husavik,66.0449,-17.3389,22.91,63,47,30.13,IS,scattered clouds
220,Padang,-0.9492,100.3543,75.25,89,100,3.85,ID,overcast clouds
221,Hasaki,35.7333,140.8333,30.6,49,100,16.6,JP,overcast clouds
222,Alice Springs,-23.7,133.8833,72.95,100,75,10.36,AU,broken clouds
223,Kahului,20.8947,-156.47,78.84,55,0,5.75,US,clear sky
224,Antsohihy,-14.8796,47.9875,76.26,89,65,2.01,MG,broken clouds
225,Lompoc,34.6391,-120.4579,73.02,47,0,14.97,US,clear sky
226,Kamenka,51.3223,42.7678,25.75,94,100,13.09,RU,overcast clouds
227,Cobija,-11.0267,-68.7692,72.72,98,100,2.68,BO,overcast clouds
228,Torbay,47.6666,-52.7314,43.57,82,100,33.38,CA,overcast clouds
229,Chimbote,-9.0853,-78.5783,73.4,76,100,10.98,PE,overcast clouds
230,Clyde River,70.4692,-68.5914,-19.97,76,40,5.75,CA,scattered clouds
231,Killybegs,54.6333,-8.45,46.11,75,97,28.9,IE,overcast clouds
232,Sao Joao Da Barra,-21.6403,-41.0511,84.29,88,6,10.4,BR,clear sky
233,Taoudenni,22.6783,-3.9836,74.57,14,87,14.7,ML,overcast clouds
234,Savinka,50.0785,47.0994,26.65,92,100,11.36,RU,overcast clouds
235,Micheweni,-4.9667,39.8333,79.14,81,81,10.4,TZ,broken clouds
236,Dingle,10.9995,122.6711,74.5,93,82,3.42,PH,broken clouds
237,Sao Filipe,14.8961,-24.4956,71.42,73,100,12.8,CV,overcast clouds
238,Dalianwan,39.0286,121.695,19.44,86,0,2.24,CN,clear sky
239,Sitrah,26.1547,50.6206,62.6,72,0,1.99,BH,clear sky
240,Casino,-28.8667,153.05,73.22,94,100,3.44,AU,overcast clouds
241,Caravelas,-17.7125,-39.2481,80.37,81,11,11.86,BR,few clouds
242,Yanaul,56.2719,54.9309,17.01,96,97,5.68,RU,overcast clouds
243,Matata,-37.8833,176.75,73.13,71,82,4.94,NZ,broken clouds
